timestamp,name,user_id,bar,bar_id,flow_rate,guest_estimate
2025-01-17 21:21:03,Liam Foster,371,Back Bay Barrel,567,40,20
2025-01-17 21:16:28,Liam Evans,341,Charles River Brew House,570,40,88
2025-01-17 21:14:02,Megan Ward,429,The Bostonian Barrel,572,31,34
2025-01-17 21:12:58,Jack Harris,108,Harbor & Hops,563,29,51
2025-01-17 21:12:51,Nora Roberts,498,Cobblestone & Co.,571,22,60
2025-01-17 20:49:00,Mason Reed,99,Fenway Tavern,565,13,33
2025-01-17 20:45:18,Liam Brown,405,Cobblestone & Co.,571,22,95
2025-01-17 20:44:25,Ella White,218,Harbor & Hops,563,29,41
2025-01-17 20:28:13,Madeline Walker,488,Charles River Brew House,570,40,88
2025-01-17 20:22:24,Sophia Reed,368,Charles River Brew House,570,40,99
2025-01-17 20:22:11,Madison Bennett,54,The Green Line Pub,566,8,86
2025-01-17 20:17:55,Patrick Mitchell,103,Fenway Tavern,565,13,9
2025-01-17 20:07:02,Ethan Harris,124,Southie Spirits,568,34,52
2025-01-17 07:46:35,Charlotte Lewis,421,Southie Spirits,568,34,10
2025-01-17 07:46:01,Natalie Torres,282,Southie Spirits,568,34,1
2025-01-17 07:45:34,Kayla Perry,302,Cobblestone & Co.,571,22,46
2025-01-17 07:45:28,Sophie Wright,162,Charles River Brew House,570,40,29
2025-01-17 07:43:45,Liam Evans,341,Cobblestone & Co.,571,22,95
2025-01-17 07:39:26,Jonathan Brooks,37,Back Bay Barrel,567,40,32
2025-01-17 07:26:42,Matthew Allen,11,Back Bay Barrel,567,40,14
2025-01-17 07:26:23,Samantha Hughes,70,Southie Spirits,568,34,58
2025-01-17 07:21:30,Ava Turner,22,Back Bay Barrel,567,40,63
2025-01-17 07:20:06,Zoe Evans,121,Back Bay Barrel,567,40,6
2025-01-17 07:13:15,Vivian Peterson,86,The Green Line Pub,566,8,34
2025-01-17 07:10:45,Ava Turner,22,Charles River Brew House,570,40,73
2025-01-17 07:04:36,Oliver Scott,499,Harbor & Hops,563,29,72
2025-01-17 07:03:14,Oliver Wright,177,Southie Spirits,568,34,10
2025-01-17 06:58:16,Mia Morgan,463,Fenway Tavern,565,13,79
2025-01-17 06:30:05,Grace Wilson,164,The Freedom Taproom,569,36,86
2025-01-17 06:19:08,Ethan Walker,458,Harbor & Hops,563,29,58
2025-01-17 06:07:36,Sophie Butler,104,The Freedom Taproom,569,36,22
2025-01-17 06:03:16,Grace Howard,529,Beacon Brews,564,7,12
2025-01-17 05:44:01,Sophie Butler,104,The Freedom Taproom,569,36,52
2025-01-17 05:41:23,Mia Wright,224,Back Bay Barrel,567,40,85
2025-01-17 05:36:47,Mia Wright,224,Harbor & Hops,563,29,26
2025-01-17 05:35:17,Ryan Adams,531,Harbor & Hops,563,29,48
2025-01-17 05:18:18,Robert Parker,25,Beacon Brews,564,7,30
2025-01-17 05:16:54,Nathan Parker,345,Beacon Brews,564,7,69
2025-01-17 05:12:35,Brandon Murphy,45,Beacon Brews,564,7,92
2025-01-17 05:10:53,Benjamin Wright,196,Back Bay Barrel,567,40,61
2025-01-17 05:08:36,Grace Davis,538,Back Bay Barrel,567,40,98
2025-01-17 05:04:01,Madeline Carter,549,Southie Spirits,568,34,2
2025-01-17 05:03:55,Isabella Ross,239,Southie Spirits,568,34,45
2025-01-17 05:01:27,Chris Walker,9,Beacon Brews,564,7,20
2025-01-17 05:01:19,Justin Davis,288,Cobblestone & Co.,571,22,77
2025-01-17 04:57:52,Natalie Young,476,Cobblestone & Co.,571,22,65
2025-01-17 04:43:34,Michael Brown,348,Fenway Tavern,565,13,27
2025-01-17 04:34:24,Emma Wilson,338,Back Bay Barrel,567,40,95
2025-01-17 04:31:09,Mason Mitchell,128,Cobblestone & Co.,571,22,52
2025-01-17 04:20:17,Amelia Robinson,150,Cobblestone & Co.,571,22,92
2025-01-17 04:15:22,Sophie Mitchell,234,Fenway Tavern,565,13,39
2025-01-17 04:09:33,Mason Brown,507,Harbor & Hops,563,29,2
2025-01-17 04:01:40,Isabelle Brown,148,Harbor & Hops,563,29,35
2025-01-17 03:58:37,Olivia Cooper,342,Southie Spirits,568,34,67
2025-01-17 03:56:37,Lisa Young,12,Harbor & Hops,563,29,34
2025-01-17 03:49:58,Isaac Parker,541,Beacon Brews,564,7,78
2025-01-17 03:40:39,Ethan Green,387,Fenway Tavern,565,13,15
2025-01-17 03:40:11,Jacob Sanders,515,Southie Spirits,568,34,52
2025-01-17 03:36:49,Zoe Cooper,455,Back Bay Barrel,567,40,48
2025-01-17 03:32:04,Avery Kelly,343,The Freedom Taproom,569,36,0
2025-01-17 03:11:08,Grace Lewis,412,The Freedom Taproom,569,36,22
2025-01-17 03:08:19,Grace Flores,504,The Bostonian Barrel,572,31,87
2025-01-17 03:05:24,Zoe Cooper,455,Harbor & Hops,563,29,64
2025-01-17 03:01:31,Ava Foster,415,Harbor & Hops,563,29,43
2025-01-17 03:01:24,Lily Brooks,332,The Bostonian Barrel,572,31,25
2025-01-17 02:54:49,Jacob White,426,The Freedom Taproom,569,36,21
2025-01-17 02:54:13,Rachel Flores,287,The Bostonian Barrel,572,31,28
2025-01-17 02:51:01,Leah Hughes,347,The Green Line Pub,566,8,76
2025-01-17 02:46:43,Samantha King,500,The Bostonian Barrel,572,31,89
2025-01-17 02:42:06,Skylar Roberts,88,Fenway Tavern,565,13,35
2025-01-17 02:32:34,Sophie Green,444,Charles River Brew House,570,40,41
2025-01-17 02:24:40,Mason Moore,205,The Green Line Pub,566,8,0
2025-01-17 02:18:58,Sophie Johnson,313,Back Bay Barrel,567,40,10
2025-01-17 02:05:49,James Scott,15,Charles River Brew House,570,40,58
2025-01-17 02:05:01,Kevin Hayes,69,The Freedom Taproom,569,36,91
2025-01-17 01:58:35,Ryan Adams,531,The Bostonian Barrel,572,31,11
2025-01-17 01:57:08,Austin Cooper,75,The Freedom Taproom,569,36,1
2025-01-17 01:53:41,Zoe Taylor,241,Harbor & Hops,563,29,10
2025-01-17 01:49:32,Brendan Perry,79,Harbor & Hops,563,29,75
2025-01-17 01:13:36,Olivia Green,461,Back Bay Barrel,567,40,29
2025-01-17 01:11:17,Lucas Bennett,203,Harbor & Hops,563,29,25
2025-01-17 01:11:03,Sophie Thomas,377,The Bostonian Barrel,572,31,27
2025-01-17 01:10:29,Amelia Scott,114,Charles River Brew House,570,40,75
2025-01-17 01:06:19,Isabella Foster,466,Back Bay Barrel,567,40,20
2025-01-17 01:00:12,Natalie Torres,282,Fenway Tavern,565,13,11
2025-01-17 00:59:46,Olivia Scott,419,Cobblestone & Co.,571,22,66
2025-01-17 00:51:46,Samantha Peterson,297,The Green Line Pub,566,8,98
2025-01-17 00:46:05,Ethan Taylor,513,Southie Spirits,568,34,32
2025-01-17 00:45:05,Ella Moore,107,The Green Line Pub,566,8,45
2025-01-17 00:34:54,Alexander Garcia,119,Beacon Brews,564,7,100
2025-01-17 00:27:19,Alexandra Scott,317,Cobblestone & Co.,571,22,89
2025-01-17 00:13:37,Michael Lee,117,Back Bay Barrel,567,40,16
2025-01-17 00:10:07,Caleb Green,553,Back Bay Barrel,567,40,43
2025-01-17 00:09:48,Daniel Garcia,558,Back Bay Barrel,567,40,28
2025-01-16 23:58:07,Zachary Collins,375,Southie Spirits,568,34,58
2025-01-16 23:57:01,Oliver Allen,112,The Green Line Pub,566,8,19
2025-01-16 23:45:46,Ethan Moore,420,The Bostonian Barrel,572,31,57
2025-01-16 23:43:12,Lucas Cooper,106,The Green Line Pub,566,8,99
2025-01-16 23:38:56,Layla Watson,78,The Bostonian Barrel,572,31,9
2025-01-16 23:25:38,Adam Bryant,53,Back Bay Barrel,567,40,95
2025-01-16 23:15:32,Alexander Thomas,413,Charles River Brew House,570,40,88
2025-01-16 23:14:25,Ryan King,134,Harbor & Hops,563,29,82
2025-01-16 22:53:43,Mason Mitchell,128,Fenway Tavern,565,13,1
2025-01-16 22:52:05,Samantha Price,530,Fenway Tavern,565,13,66
2025-01-16 22:46:46,Nora Anderson,189,Harbor & Hops,563,29,27
2025-01-16 22:46:42,Michael Brown,348,Cobblestone & Co.,571,22,74
2025-01-16 22:46:31,Charlotte Roberts,301,Southie Spirits,568,34,19
2025-01-16 22:26:03,Ella Moore,107,Beacon Brews,564,7,52
2025-01-16 22:25:04,Lily Turner,123,The Green Line Pub,566,8,13
2025-01-16 22:24:29,Megan Wright,366,Southie Spirits,568,34,75
2025-01-16 22:11:09,Alex Johnson,3,Southie Spirits,568,34,85
2025-01-16 22:05:16,Charlotte Roberts,301,The Bostonian Barrel,572,31,34
2025-01-16 21:54:53,Amelia Harris,470,Fenway Tavern,565,13,44
2025-01-16 21:48:55,James Evans,427,Fenway Tavern,565,13,52
2025-01-16 21:29:12,Lisa Young,12,Southie Spirits,568,34,6
2025-01-16 21:24:03,Ella Moore,107,Beacon Brews,564,7,27
2025-01-16 21:21:20,Zachary Simmons,93,Fenway Tavern,565,13,7
2025-01-16 21:15:27,Oliver Wright,177,Southie Spirits,568,34,17
2025-01-16 21:12:51,Sophie Mitchell,234,Harbor & Hops,563,29,97
2025-01-16 21:05:56,Sadie Clark,178,The Green Line Pub,566,8,88
2025-01-16 21:01:35,Benjamin Phillips,153,Charles River Brew House,570,40,73
2025-01-16 20:57:36,Madison Reed,452,Fenway Tavern,565,13,53
2025-01-16 20:49:49,James Anderson,172,Fenway Tavern,565,13,31
2025-01-16 20:49:16,Caleb Moore,477,Charles River Brew House,570,40,14
2025-01-16 20:42:42,Jacob Martin,485,The Green Line Pub,566,8,14
2025-01-16 20:41:47,Jonathan Brooks,37,Beacon Brews,564,7,90
2025-01-16 20:40:35,Ella Kim,120,Harbor & Hops,563,29,84
2025-01-16 20:37:49,Cameron Adams,315,Charles River Brew House,570,40,69
2025-01-16 20:31:43,Hunter Brown,334,Southie Spirits,568,34,24
2025-01-16 20:28:02,Zachary Adams,139,Southie Spirits,568,34,60
2025-01-16 20:26:16,Chloe Collins,28,Cobblestone & Co.,571,22,49
2025-01-16 20:18:22,Sophie Fisher,562,Cobblestone & Co.,571,22,58
2025-01-16 20:16:06,Oliver Scott,499,The Bostonian Barrel,572,31,81
2025-01-16 20:08:14,Zachary Adams,139,The Green Line Pub,566,8,60
2025-01-16 07:58:46,Luis Price,89,Southie Spirits,568,34,38
2025-01-16 07:57:18,Hannah Lewis,299,The Freedom Taproom,569,36,20
2025-01-16 07:56:56,Sophia Evans,136,Back Bay Barrel,567,40,16
2025-01-16 07:48:39,Grace Ward,394,Beacon Brews,564,7,58
2025-01-16 07:43:49,Josephine Watson,100,Fenway Tavern,565,13,2
2025-01-16 07:33:02,Ryan Davis,431,Harbor & Hops,563,29,51
2025-01-16 07:23:05,Ella Ward,304,Southie Spirits,568,34,17
2025-01-16 07:18:43,Jack Hughes,185,Beacon Brews,564,7,93
2025-01-16 07:01:35,Liam Torres,475,Charles River Brew House,570,40,77
2025-01-16 06:45:22,Sophia Clark,401,Cobblestone & Co.,571,22,18
2025-01-16 06:39:42,Amelia Evans,187,Charles River Brew House,570,40,52
2025-01-16 06:39:06,Olivia Powell,521,The Bostonian Barrel,572,31,51
2025-01-16 06:38:56,Madison White,407,Charles River Brew House,570,40,74
2025-01-16 06:34:51,Vivian Peterson,86,The Freedom Taproom,569,36,81
2025-01-16 06:23:45,Jonathan Brooks,37,The Green Line Pub,566,8,56
2025-01-16 06:19:15,Nathan Gray,293,Cobblestone & Co.,571,22,97
2025-01-16 06:10:22,Zachary Simmons,93,The Green Line Pub,566,8,4
2025-01-16 06:06:11,Megan Carter,385,Charles River Brew House,570,40,31
2025-01-16 06:04:33,Zoe Cooper,455,Fenway Tavern,565,13,4
2025-01-16 05:54:45,Nora Anderson,189,Southie Spirits,568,34,43
2025-01-16 05:54:10,Alexander Peterson,393,Southie Spirits,568,34,56
2025-01-16 05:53:10,Matthew Anderson,546,The Bostonian Barrel,572,31,71
2025-01-16 05:49:41,Grace Green,125,The Freedom Taproom,569,36,80
2025-01-16 05:48:12,Lucas Turner,309,The Green Line Pub,566,8,71
2025-01-16 05:47:44,Nathan Parker,345,The Freedom Taproom,569,36,94
2025-01-16 05:41:08,Penelope Collins,72,Charles River Brew House,570,40,17
2025-01-16 05:40:40,Emma Adams,18,The Freedom Taproom,569,36,30
2025-01-16 05:39:52,Zoe Cooper,455,The Bostonian Barrel,572,31,85
2025-01-16 05:39:28,Grace Flores,504,Southie Spirits,568,34,65
2025-01-16 05:19:21,Emily Brooks,518,Charles River Brew House,570,40,36
2025-01-16 05:12:27,Mila Ramirez,74,The Green Line Pub,566,8,99
2025-01-16 05:04:33,Liam Brown,405,The Freedom Taproom,569,36,6
2025-01-16 04:44:39,Zachary Simmons,93,The Freedom Taproom,569,36,33
2025-01-16 04:43:26,Steven Bailey,47,Beacon Brews,564,7,93
2025-01-16 04:36:04,William Martin,354,Fenway Tavern,565,13,18
2025-01-16 04:24:30,Ava Morris,330,The Green Line Pub,566,8,35
2025-01-16 04:21:00,Chloe Peterson,510,Charles River Brew House,570,40,34
2025-01-16 04:18:49,Oliver Scott,499,Southie Spirits,568,34,79
2025-01-16 03:52:28,Ava Hall,557,Fenway Tavern,565,13,56
2025-01-16 03:44:21,Hannah Lewis,299,Harbor & Hops,563,29,14
2025-01-16 03:38:26,Chloe Collins,28,Cobblestone & Co.,571,22,50
2025-01-16 03:30:52,Steven Bailey,47,Charles River Brew House,570,40,92
2025-01-16 02:57:12,Harper Carter,118,Harbor & Hops,563,29,95
2025-01-16 02:55:03,Amelia Evans,187,Fenway Tavern,565,13,64
2025-01-16 02:50:10,Jack Harris,108,Southie Spirits,568,34,45
2025-01-16 02:49:15,Aaron Patterson,65,Fenway Tavern,565,13,65
2025-01-16 02:41:09,Sophie Walker,436,The Freedom Taproom,569,36,83
2025-01-16 02:39:26,Sophie Martinez,514,The Freedom Taproom,569,36,98
2025-01-16 02:33:42,Jacob Price,186,The Freedom Taproom,569,36,69
2025-01-16 02:31:11,Emma Parker,494,Southie Spirits,568,34,6
2025-01-16 02:30:25,Nora Roberts,498,The Freedom Taproom,569,36,4
2025-01-16 02:23:18,Ella Kim,120,Beacon Brews,564,7,14
2025-01-16 02:22:58,Sophia Clark,401,Cobblestone & Co.,571,22,11
2025-01-16 02:19:18,Ella Moore,107,Beacon Brews,564,7,89
2025-01-16 02:15:54,James Cooper,166,Back Bay Barrel,567,40,70
2025-01-16 02:14:22,Madison White,407,Southie Spirits,568,34,23
2025-01-16 02:10:55,Benjamin Wright,196,Fenway Tavern,565,13,49
2025-01-16 02:05:51,Jordan Rivera,85,Cobblestone & Co.,571,22,55
2025-01-16 01:59:29,Charlotte Moore,109,Fenway Tavern,565,13,18
2025-01-16 01:36:31,Grace Walker,430,Charles River Brew House,570,40,96
2025-01-16 01:22:22,Benjamin Fisher,110,Beacon Brews,564,7,53
2025-01-16 01:17:42,Ryan Hall,423,Beacon Brews,564,7,90
2025-01-16 01:14:14,Jack Hughes,185,Cobblestone & Co.,571,22,85
2025-01-16 01:13:05,Olivia Powell,521,The Green Line Pub,566,8,45
2025-01-16 00:50:39,Isabella Taylor,449,The Freedom Taproom,569,36,28
2025-01-16 00:42:36,Olivia Adams,411,Harbor & Hops,563,29,78
2025-01-16 00:40:10,Alyssa Foster,62,Southie Spirits,568,34,58
2025-01-16 00:39:14,Michael Brown,348,Back Bay Barrel,567,40,24
2025-01-16 00:32:34,Alexander Carter,517,The Green Line Pub,566,8,45
2025-01-16 00:24:09,Jasmine Lopez,76,Fenway Tavern,565,13,69
2025-01-16 00:19:56,Sophie Martinez,514,Fenway Tavern,565,13,23
2025-01-16 00:17:05,Trevor Barnes,105,Back Bay Barrel,567,40,79
2025-01-16 00:11:28,Mark Henderson,57,Back Bay Barrel,567,40,6
2025-01-15 23:57:37,Ethan Carter,212,Southie Spirits,568,34,30
2025-01-15 23:53:30,Jane Doe,2,Southie Spirits,568,34,70
2025-01-15 23:48:09,Chloe Collins,28,The Bostonian Barrel,572,31,3
2025-01-15 23:47:45,Nina Morgan,140,Southie Spirits,568,34,69
2025-01-15 23:46:58,Ruby Hayes,48,Fenway Tavern,565,13,49
2025-01-15 23:40:00,Ethan Moore,420,Harbor & Hops,563,29,99
2025-01-15 23:35:06,Grace Russell,478,Southie Spirits,568,34,49
2025-01-15 23:30:53,Eric Moore,71,Fenway Tavern,565,13,80
2025-01-15 23:30:34,Ethan Green,387,Cobblestone & Co.,571,22,22
2025-01-15 23:21:57,Mila Ramirez,74,Fenway Tavern,565,13,86
2025-01-15 23:11:53,Nina Morgan,140,Beacon Brews,564,7,8
2025-01-15 23:08:53,Joshua White,352,The Bostonian Barrel,572,31,7
2025-01-15 23:07:48,Natalie Young,476,Southie Spirits,568,34,38
2025-01-15 23:07:05,Ava Phillips,168,The Freedom Taproom,569,36,89
2025-01-15 22:58:14,Megan Smith,154,The Bostonian Barrel,572,31,99
2025-01-15 22:56:33,Brendan Perry,79,Fenway Tavern,565,13,1
2025-01-15 22:54:59,Sophia Kelly,464,Beacon Brews,564,7,60
2025-01-15 22:47:09,Andrew Carter,21,Charles River Brew House,570,40,86
2025-01-15 22:45:05,Lucas Gray,509,Southie Spirits,568,34,10
2025-01-15 22:37:45,Lucas Taylor,163,Back Bay Barrel,567,40,43
2025-01-15 22:33:22,James Lewis,472,The Freedom Taproom,569,36,22
2025-01-15 22:30:27,Isaac Parker,541,The Bostonian Barrel,572,31,71
2025-01-15 22:24:21,Shawn Russell,91,Back Bay Barrel,567,40,22
2025-01-15 22:20:19,Mia Ward,434,Fenway Tavern,565,13,0
2025-01-15 22:13:58,Madison Harris,159,Southie Spirits,568,34,39
2025-01-15 22:13:55,Olivia Robinson,543,The Bostonian Barrel,572,31,23
2025-01-15 22:09:26,Emma Thompson,547,The Freedom Taproom,569,36,40
2025-01-15 22:06:01,Megan Walker,221,Southie Spirits,568,34,54
2025-01-15 21:57:27,Jessica Clark,363,Back Bay Barrel,567,40,63
2025-01-15 21:49:54,Patrick Rivera,289,Fenway Tavern,565,13,77
2025-01-15 21:46:56,Megan Cooper,442,Cobblestone & Co.,571,22,97
2025-01-15 21:38:47,Michael Lopez,397,The Bostonian Barrel,572,31,27
2025-01-15 21:36:45,Madeline Walker,488,Southie Spirits,568,34,12
2025-01-15 21:29:14,Trevor Barnes,105,Charles River Brew House,570,40,87
2025-01-15 21:21:32,Ava Ross,433,The Bostonian Barrel,572,31,76
2025-01-15 21:17:02,Nora Powell,34,Fenway Tavern,565,13,46
2025-01-15 21:14:26,Zachary Collins,375,The Green Line Pub,566,8,70
2025-01-15 20:52:06,Mason Brown,507,Southie Spirits,568,34,82
2025-01-15 20:44:11,Ryan Hall,423,Harbor & Hops,563,29,29
2025-01-15 20:37:56,Gabriel Young,298,Southie Spirits,568,34,0
2025-01-15 20:26:04,Ethan Walker,458,Fenway Tavern,565,13,41
2025-01-15 20:06:09,Ava Hall,557,Southie Spirits,568,34,57
2025-01-15 20:05:07,Sarah White,197,Charles River Brew House,570,40,46
2025-01-15 20:02:38,Eleanor Foster,355,Beacon Brews,564,7,25
2025-01-15 20:01:59,Tyler Green,175,The Freedom Taproom,569,36,47
2025-01-15 07:59:29,Samuel Foster,328,The Bostonian Barrel,572,31,34
2025-01-15 07:47:11,James Peterson,408,The Freedom Taproom,569,36,63
2025-01-15 07:45:29,Mia Wright,224,Beacon Brews,564,7,19
2025-01-15 07:39:41,Megan Ward,429,The Freedom Taproom,569,36,36
2025-01-15 07:38:31,John Alexander,277,The Bostonian Barrel,572,31,87
2025-01-15 07:36:00,Madison Bennett,54,Fenway Tavern,565,13,68
2025-01-15 07:29:45,Amelia Russell,406,Charles River Brew House,570,40,60
2025-01-15 07:25:08,Zachary Harris,459,The Bostonian Barrel,572,31,65
2025-01-15 07:05:30,Ethan Moore,420,Cobblestone & Co.,571,22,1
2025-01-15 07:04:08,Ethan Harris,124,Charles River Brew House,570,40,77
2025-01-15 07:02:03,Mason Walker,142,Harbor & Hops,563,29,53
2025-01-15 06:59:05,Ryan White,460,Beacon Brews,564,7,12
2025-01-15 06:48:38,Sophie White,225,The Freedom Taproom,569,36,27
2025-01-15 06:32:53,Jack Hughes,185,Beacon Brews,564,7,12
2025-01-15 06:31:30,Sophie Walker,436,The Bostonian Barrel,572,31,58
2025-01-15 06:29:38,Nora Bennett,227,The Green Line Pub,566,8,51
2025-01-15 06:26:03,Zoe Johnson,386,Cobblestone & Co.,571,22,97
2025-01-15 06:24:24,Sophia Cooper,179,Cobblestone & Co.,571,22,44
2025-01-15 06:10:54,Natalie Torres,282,Southie Spirits,568,34,18
2025-01-15 05:57:05,Olivia Lewis,155,Beacon Brews,564,7,90
2025-01-15 05:54:59,Harper Murphy,526,The Green Line Pub,566,8,46
2025-01-15 05:50:59,Christopher Lee,318,Harbor & Hops,563,29,48
2025-01-15 05:49:36,Dylan Morgan,63,Cobblestone & Co.,571,22,77
2025-01-15 05:48:34,Henry Williams,126,The Bostonian Barrel,572,31,29
2025-01-15 05:43:26,Claire Powell,84,Fenway Tavern,565,13,82
2025-01-15 05:39:09,Caleb Green,553,The Bostonian Barrel,572,31,91
2025-01-15 05:34:27,Olivia Lewis,155,Southie Spirits,568,34,64
2025-01-15 05:20:48,Michael Lopez,397,Beacon Brews,564,7,23
2025-01-15 05:20:30,Zachary White,437,The Freedom Taproom,569,36,83
2025-01-15 05:17:47,Lily Brooks,332,Fenway Tavern,565,13,10
2025-01-15 05:11:11,Oliver Moore,156,Charles River Brew House,570,40,93
2025-01-15 05:03:57,Jacob Hall,115,Back Bay Barrel,567,40,25
2025-01-15 04:59:56,Mila Cooper,138,Cobblestone & Co.,571,22,87
2025-01-15 04:59:35,Harper Murphy,526,Back Bay Barrel,567,40,8
2025-01-15 04:54:35,Megan Walker,221,Harbor & Hops,563,29,16
2025-01-15 04:48:18,Michael Brown,348,Southie Spirits,568,34,4
2025-01-15 04:44:17,Zachary Bennett,211,The Green Line Pub,566,8,32
2025-01-15 04:34:25,Joshua Phillips,23,Southie Spirits,568,34,37
2025-01-15 04:26:45,Henry Martin,339,Beacon Brews,564,7,19
2025-01-15 04:21:33,Chloe Hill,353,Cobblestone & Co.,571,22,61
2025-01-15 04:20:56,Megan Robinson,484,Cobblestone & Co.,571,22,2
2025-01-15 04:12:41,Adam Scott,300,Fenway Tavern,565,13,76
2025-01-15 04:12:35,Amelia Morgan,214,Charles River Brew House,570,40,36
2025-01-15 04:10:17,Daniel Foster,511,Cobblestone & Co.,571,22,74
2025-01-15 03:46:01,Ruby Hayes,48,Fenway Tavern,565,13,65
2025-01-15 03:44:33,Sophia Green,144,Beacon Brews,564,7,55
2025-01-15 03:38:48,Zoe Johnson,386,Beacon Brews,564,7,48
2025-01-15 03:32:26,Alyssa Foster,62,The Freedom Taproom,569,36,93
2025-01-15 03:31:02,Ava Morris,330,Back Bay Barrel,567,40,44
2025-01-15 03:28:52,Caleb Moore,477,Fenway Tavern,565,13,49
2025-01-15 03:24:04,Joseph Ramirez,43,Fenway Tavern,565,13,9
2025-01-15 03:17:34,Christina Moore,290,The Bostonian Barrel,572,31,11
2025-01-15 03:06:53,Grace Ward,394,The Freedom Taproom,569,36,5
2025-01-15 03:04:19,Benjamin Phillips,153,The Bostonian Barrel,572,31,75
2025-01-15 02:59:03,Andrew Carter,21,The Freedom Taproom,569,36,13
2025-01-15 02:54:28,Samantha Green,396,The Green Line Pub,566,8,36
2025-01-15 02:49:49,Sophia Evans,136,Back Bay Barrel,567,40,11
2025-01-15 02:39:53,James Lewis,472,The Green Line Pub,566,8,5
2025-01-15 02:33:03,Zachary Collins,375,Charles River Brew House,570,40,82
2025-01-15 02:28:44,Ella Martin,409,Southie Spirits,568,34,67
2025-01-15 02:28:10,Sean Moriarty,95,Southie Spirits,568,34,33
2025-01-15 02:11:52,James Miller,230,Charles River Brew House,570,40,46
2025-01-15 02:08:04,Ava Harris,220,Fenway Tavern,565,13,33
2025-01-15 02:03:05,Robert Parker,25,Harbor & Hops,563,29,43
2025-01-15 01:58:17,Grace Moore,374,Harbor & Hops,563,29,68
2025-01-15 01:52:05,Alexander Hall,544,Southie Spirits,568,34,36
2025-01-15 01:50:39,Nathan Russell,35,The Freedom Taproom,569,36,45
2025-01-15 01:50:32,Benjamin Fisher,110,Back Bay Barrel,567,40,8
2025-01-15 01:38:37,Noah Carter,467,Cobblestone & Co.,571,22,63
2025-01-15 01:33:15,Zachary Bennett,211,Beacon Brews,564,7,55
2025-01-15 01:32:57,Grace Moore,374,Charles River Brew House,570,40,46
2025-01-15 01:29:05,Lucas Green,446,Back Bay Barrel,567,40,23
2025-01-15 01:24:42,Isabella Hughes,524,Cobblestone & Co.,571,22,47
2025-01-15 01:23:50,Chloe Hill,353,Beacon Brews,564,7,64
2025-01-15 01:15:54,Samantha Murphy,489,Cobblestone & Co.,571,22,76
2025-01-15 01:12:37,Caleb Taylor,206,Southie Spirits,568,34,50
2025-01-15 01:03:05,Mia Bryant,522,Fenway Tavern,565,13,20
2025-01-15 01:02:14,Nora Roberts,498,The Bostonian Barrel,572,31,22
2025-01-15 00:59:33,Ryan King,134,The Green Line Pub,566,8,67
2025-01-15 00:47:42,Sadie Clark,178,The Green Line Pub,566,8,63
2025-01-15 00:42:36,Nora Powell,34,Harbor & Hops,563,29,22
2025-01-15 00:40:44,Ella Martin,409,The Bostonian Barrel,572,31,92
2025-01-15 00:38:55,Cameron Adams,315,Beacon Brews,564,7,88
2025-01-15 00:23:26,Victoria Howard,38,Beacon Brews,564,7,80
2025-01-15 00:20:43,Eric Moore,71,The Green Line Pub,566,8,80
2025-01-15 00:18:55,Jacob White,426,Back Bay Barrel,567,40,41
